Game Turn, Player, Operation, Notes, Team, Team Notes, Team Members, Terrain
5, 1, Settle New City running, TARGET 65:32
5, 1, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; 
20, 8, Settle New City, Operation Move, UNIT_SETTLER, 35:16, 39:12, 34:14
20, 8, Settle New City, Operation Move, UNIT_WARRIOR, 34:14, 39:12, 34:14
20, 8, Attack Barb Camp, Recruiting minimums, , , UNIT_WARRIOR
20, 8, Attack Barb Camp, Recruiting minimums, , , UNIT_WARRIOR
20, 8, Attack Barb Camp, Recruiting strength, , Enemy Str: 4 / 0.0, UNIT_WARRIOR
20, 8, Attack Barb Camp, Recruiting strength, , Enemy Str: 4 / 0.0, UNIT_WARRIOR
20, Attack Barb Camp, 8, , Battle line, 34:13, 0 endangered
20, 8, Attack Barb Camp, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
20, Attack Barb Camp, 8, , Battle line, 34:13, 0 endangered
20, 8, Attack Barb Camp, No recruits to reach minimum, , , 
20, 8, Attack Barb Camp, No recruits to match strength, , Enemy Str: 4 / 14.0, 
20, Attack Barb Camp, 8, , Battle line, 34:13, 0 endangered
20, 8, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 8, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 35:15, 34:10, 33:15
20, 8, Naval Superiority, No recruits to reach minimum, , , 
20, 8, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 9, Settle New City running, TARGET 87:35
20, 9, Settle New City, ,0, Not Ready, 
20, 9, Naval Superiority running, TARGET 81:36
20, 9, Naval Superiority, ,0, Not Ready, 
20, 9, Barb Camp Tech Boost running, TARGET 85:43
20, Barb Camp Tech Boost, 9, , Battle line, 84:38, 0 endangered
20, 9, Barb Camp Tech Boost, ,0, Ready, UNIT_SUMERIAN_WAR_CART; UNIT_WARRIOR; UNIT_WARRIOR; 
20, 9, Settle New City, Recruiting minimums, , , UNIT_WARRIOR
20, 9, Settle New City, No recruits to reach minimum, , , 
20, 9, Settle New City, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_SETTLER
20, 9, Settle New City, Operation Move, UNIT_WARRIOR, 85:32, 86:31, 85:31
20, Barb Camp Tech Boost, 9, , Battle line, 84:38, 0 endangered
20, 9, Barb Camp Tech Boost, No recruits to reach minimum, , , 
20, 9, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 25 / 30.0, 
20, 9, Barb Camp Tech Boost, No recruits to reach minimum, , , 
20, 9, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 25 / 30.0, 
20, Barb Camp Tech Boost, 9, , Battle line, 84:38, 0 endangered
20, 9, Barb Camp Tech Boost, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, Barb Camp Tech Boost, 9, , Battle line, 84:38, 0 endangered
20, 9, Barb Camp Tech Boost, No recruits to reach minimum, , , 
20, 9, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 25 / 30.0, 
20, 9, Barb Camp Tech Boost, No recruits to reach minimum, , , 
20, 9, Barb Camp Tech Boost, No recruits to match strength, , Enemy Str: 25 / 30.0, 
20, Barb Camp Tech Boost, 9, , Battle line, 84:38, 0 endangered
20, 9, Barb Camp Tech Boost, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 9, Barb Camp Tech Boost, Op Attack Units Targets, Target 0, Owner 63, UNIT_SCOUT, 83:37
20, 9, Barb Camp Tech Boost, Op Attack Units Targets, Target 1, Owner 63, UNIT_SPEARMAN, 85:43
20, 9, Barb Camp Tech Boost, Operation Attack Units, UNIT_WARRIOR, At 85:40, Move 84:38, Attack -9999:-9999
20, 9, Barb Camp Tech Boost, Operation Attack Units, UNIT_SUMERIAN_WAR_CART, At 83:40, Move 83:38, Attack -9999:-9999
20, 9, Barb Camp Tech Boost, Operation Move, UNIT_WARRIOR, 86:30, 85:42, 85:30
20, 9, Naval Superiority, No recruits to reach minimum, , , 
20, 9, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 10, Naval Superiority running, TARGET 14:50
20, 10, Naval Superiority, ,0, Not Ready, 
20, 10, Attack Barb Camp running, TARGET 12:55
20, Attack Barb Camp, 10, , Battle line, 12:53, 0 endangered
20, 10, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
20, 10, Attack Barb Camp, No recruits to reach minimum, , , 
20, 10, Attack Barb Camp, No recruits to match strength, , Enemy Str: 18 / 12.5, 
20, 10, Attack Barb Camp, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 10, Attack Barb Camp, Operation Protect Units, UNIT_WARRIOR, Fortify
20, 10, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 12:55
20, 10, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 12:54, Move 12:54, Attack 12:55
20, 10, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, -9999:-9999
20, 10, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 13:53, Move 12:54, Attack -9999:-9999
20, 10, Naval Superiority, No recruits to reach minimum, , , 
20, 10, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 11, Naval Superiority running, TARGET 83:17
20, 11, Naval Superiority, ,0, Not Ready, 
20, 11, Naval Superiority, No recruits to reach minimum, , , 
20, 11, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 13, Naval Superiority running, TARGET 29:45
20, 13, Naval Superiority, ,0, Not Ready, 
20, 13, Naval Superiority, No recruits to reach minimum, , , 
20, 13, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 14, Naval Superiority running, TARGET 79:26
20, 14, Naval Superiority, ,0, Not Ready, 
20, 14, Naval Superiority, No recruits to reach minimum, , , 
20, 14, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 15, Naval Superiority running, TARGET 66:18
20, 15, Naval Superiority, ,0, Not Ready, 
20, 15, Attack Barb Camp, Started
20, 15, Attack Barb Camp, Recruiting minimums, , , UNIT_WARRIOR
20, 15, Attack Barb Camp, Recruiting minimums, , , UNIT_WARRIOR
20, 15, Attack Barb Camp, Recruiting strength, , Enemy Str: 32 / 0.0, UNIT_WARRIOR
20, 15, Attack Barb Camp, Recruiting strength, , Enemy Str: 32 / 0.0, UNIT_WARRIOR
20, 15, Attack Barb Camp, Operation Recruit, 1 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
20, 15, Attack Barb Camp, No recruits to reach minimum, , , 
20, 15, Attack Barb Camp, Recruiting strength, , Enemy Str: 32 / 12.5, UNIT_WARRIOR
20, 15, Attack Barb Camp, Recruiting strength, , Enemy Str: 32 / 12.5, UNIT_WARRIOR
20, 15, Attack Barb Camp, Operation Recruit, 3 units, Recruited 2, Contract for: UNIT_WARRIOR_MONK
20, 15, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 63:15, 57:15, 61:15
20, 15, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 63:17, 57:15, 62:16
20, 15, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 63:21, 57:15, 63:20
20, 15, Naval Superiority, No recruits to reach minimum, , , 
20, 15, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 16, Attack Barb Camp running, TARGET 33:10
20, Attack Barb Camp, 16, , Battle line, 31:9, 0 endangered
20, 16, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
20, 16, Attack Barb Camp, No recruits to reach minimum, , , 
20, 16, Attack Barb Camp, No recruits to match strength, , Enemy Str: 32 / 12.5, 
20, 16, Attack Barb Camp, Operation Recruit, 3 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 16, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 33:10
20, 16, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 32:10, Move 32:10, Attack 33:10
20, 16, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 30:10, Move -9999:-9999, Arrive 30:10
20, 16, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 30:9, Move -9999:-9999, Arrive 30:9
20, 16, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 29:9
20, 16, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 31:8
20, 17, Naval Superiority running, TARGET 95:22
20, 17, Naval Superiority, ,0, Not Ready, 
20, 17, Naval Superiority, No recruits to reach minimum, , , 
20, 17, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 18, Naval Superiority running, TARGET 28:18
20, 18, Naval Superiority, ,0, Not Ready, 
20, 18, Attack Barb Camp running, TARGET 21:17
20, Attack Barb Camp, 18, , Battle line, 21:16, 0 endangered
20, 18, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
20, 18, Attack Barb Camp, No recruits to reach minimum, , , 
20, 18, Attack Barb Camp, No recruits to match strength, , Enemy Str: 39 / 12.5, 
20, 18, Attack Barb Camp, No recruits to reach minimum, , , 
20, 18, Attack Barb Camp, No recruits to match strength, , Enemy Str: 39 / 12.5, 
20, 18, Attack Barb Camp, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 18, Attack Barb Camp, Operation Protect Units, UNIT_WARRIOR, Move 26 18
20, 18, Attack Barb Camp, Operation Protect Units, UNIT_WARRIOR, Fortify
20, 18, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 21:17
20, 18, Attack Barb Camp, Op Attack Units Targets, Target 1, Owner 63, UNIT_SCOUT, 22:18
20, 18, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 22:16, Move 22:16, Attack 21:17
20, 18, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 21:16, Move 21:16, Attack 21:17
20, 18, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 23:17, Move 22:17, Attack -9999:-9999
20, 18, Naval Superiority, No recruits to reach minimum, , , 
20, 18, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 19, Naval Superiority running, TARGET 18:23
20, 19, Naval Superiority, ,0, Not Ready, 
20, 19, Naval Superiority, No recruits to reach minimum, , , 
20, 19, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 20, Naval Superiority running, TARGET 51:30
20, 20, Naval Superiority, ,0, Not Ready, 
20, 20, Naval Superiority, No recruits to reach minimum, , , 
20, 20, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 21, Naval Superiority running, TARGET 94:41
20, 21, Naval Superiority, ,0, Not Ready, 
20, 21, Naval Superiority, No recruits to reach minimum, , , 
20, 21, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 22, Naval Superiority running, TARGET 41:35
20, 22, Naval Superiority, ,0, Not Ready, 
20, 22, Naval Superiority, No recruits to reach minimum, , , 
20, 22, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 23, Naval Superiority running, TARGET 78:43
20, 23, Naval Superiority, ,0, Not Ready, 
20, 23, Attack Barb Camp running, TARGET 85:43
20, 23, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; 
20, 23, City Defense running, TARGET 79:43
20, 23, City Defense, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; 
20, 23, City Defense, Operation complete
20, 23, Attack Barb Camp, No recruits to reach minimum, , , 
20, 23, Attack Barb Camp, No recruits to match strength, , Enemy Str: 0 / 12.5, 
20, 23, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 23, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 82:44, 84:43, 83:44
20, 23, Naval Superiority, No recruits to reach minimum, , , 
20, 23, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 25, Naval Superiority running, TARGET 37:7
20, 25, Naval Superiority, ,0, Not Ready, 
20, 25, Attack Barb Camp running, TARGET 33:10
20, Attack Barb Camp, 25, , Battle line, 34:11, 0 endangered
20, 25, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; 
20, 25, Attack Barb Camp, No recruits to reach minimum, , , 
20, 25, Attack Barb Camp, No recruits to match strength, , Enemy Str: 4 / 12.5, 
20, 25, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, Attack Barb Camp, 25, , Battle line, 34:11, 0 endangered
20, 25, Attack Barb Camp, No recruits to reach minimum, , , 
20, 25, Attack Barb Camp, No recruits to match strength, , Enemy Str: 4 / 12.5, 
20, Attack Barb Camp, 25, , Battle line, 34:11, 0 endangered
20, 25, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 25, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 36:10, 34:10, 34:10
20, 25, Naval Superiority, No recruits to reach minimum, , , 
20, 25, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 26, Naval Superiority running, TARGET 76:40
20, 26, Naval Superiority, ,0, Not Ready, 
20, 26, Naval Superiority, No recruits to reach minimum, , , 
20, 26, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 27, Naval Superiority running, TARGET 14:32
20, 27, Naval Superiority, ,0, Not Ready, 
20, 27, Naval Superiority, No recruits to reach minimum, , , 
20, 27, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 28, Naval Superiority running, TARGET 47:42
20, 28, Naval Superiority, ,0, Not Ready, 
20, 28, Naval Superiority, No recruits to reach minimum, , , 
20, 28, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 29, Naval Superiority running, TARGET 87:27
20, 29, Naval Superiority, ,0, Not Ready, 
20, 29, Naval Superiority, No recruits to reach minimum, , , 
20, 29, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 30, Naval Superiority running, TARGET 77:34
20, 30, Naval Superiority, ,0, Not Ready, 
20, 30, Attack Barb Camp running, TARGET 73:29
20, 30, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
20, 30, Attack Barb Camp, Operation Change Target INVALID, No backup
20, 30, Attack Barb Camp, Operation Protect Units, UNIT_WARRIOR, Promote
20, 30, Attack Barb Camp, Operation Protect Units, UNIT_WARRIOR, Fortify
20, 30, Attack Barb Camp, Operation complete
20, 30, Naval Superiority, No recruits to reach minimum, , , 
20, 30, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 31, Attack Barb Camp running, TARGET 85:43
20, Attack Barb Camp, 31, , Battle line, 83:43, 0 endangered
20, 31, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; UNIT_WARRIOR; 
20, 31, Attack Barb Camp, No recruits to reach minimum, , , 
20, 31, Attack Barb Camp, No recruits to match strength, , Enemy Str: 25 / 12.5, 
20, 31, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, Attack Barb Camp, 31, , Battle line, 83:43, 0 endangered
20, 31, Attack Barb Camp, No recruits to reach minimum, , , 
20, 31, Attack Barb Camp, No recruits to match strength, , Enemy Str: 25 / 12.5, 
20, Attack Barb Camp, 31, , Battle line, 83:43, 0 endangered
20, 31, Attack Barb Camp, Operation Recruit, 2 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
20, 31, Attack Barb Camp, Op Attack Units Targets, Target 0, Owner 63, UNIT_SPEARMAN, 85:43
20, 31, Attack Barb Camp, Operation Attack Units, UNIT_WARRIOR, At 83:43, Move 84:43, Attack 85:43
20, 31, Attack Barb Camp, Attack Target Move Direct, UNIT_WARRIOR, At 82:46, Move -9999:-9999, Arrive 82:46
20, 31, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 82:46
20, 63, Barbarian Attack running, TARGET 16:41
20, Barbarian Attack, 63, , Battle line, 536870930:39, 2 endangered
20, 63, Barbarian Attack, ,0, Not Ready, UNIT_WARRIOR; UNIT_SLINGER; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_SLINGER; 
20, 63, Barbarian Attack, Op Attack Units Targets, Target 0, Owner 6, UNIT_WARRIOR, 21:39
20, 63, Barbarian Attack, Op Attack Units Targets, Target 1, Owner 6, UNIT_WARRIOR, 16:40
20, 63, Barbarian Attack, Op Attack Units Targets, Target 2, Owner 6, UNIT_WARRIOR, 19:40
20, 63, Barbarian Attack, Operation Attack Units, UNIT_WARRIOR, At 22:39, Move 22:39, Attack 21:39
20, 63, Barbarian Attack, Operation Attack Units, UNIT_SLINGER, At 16:39, Move 16:39, Attack 16:40
20, 63, Barbarian Attack, Operation Attack Units, UNIT_SLINGER, At 20:39, Move 20:40, Attack 19:40
20, 63, Barbarian Attack, Operation Move, UNIT_WARRIOR, 20:36, 17:40, 20:37
20, 63, Barbarian Attack, Operation Move, UNIT_WARRIOR, 21:37, 17:40, 22:37
21, 1, Settle New City running, TARGET 67:29
21, 1, Settle New City, ,0, Ready, UNIT_WARRIOR; UNIT_SETTLER; 
21, 1, Naval Superiority running, TARGET 69:34
21, 1, Naval Superiority, ,0, Not Ready, 
21, 1, Attack Barb Camp running, TARGET 60:42
21, Attack Barb Camp, 1, , Battle line, 62:38, 0 endangered
21, 1, Attack Barb Camp, ,0, Ready, UNIT_WARRIOR; 
21, 1, Attack Enemy City running, TARGET 57:33
21, Attack Enemy City, 1, , Battle line, 64:34, 0 endangered
21, 1, Attack Enemy City, ,0, Not Ready, UNIT_SLINGER; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
21, 1, Settle New City, No recruits to reach minimum, , , 
21, 1, Settle New City, Recruiting strength, , Enemy Str: 0 / 25.0, UNIT_SPEARMAN
21, 1, Settle New City, No recruits to reach minimum, , , 
21, 1, Settle New City, No recruits to match strength, , Enemy Str: 0 / 25.0, 
21, 1, Settle New City, Operation Recruit, 3 units, Recruited 1, Contract for: UNIT_WARRIOR_MONK
21, 1, Settle New City, Operation Move, UNIT_SETTLER, 68:31, 67:29, 68:30
21, 1, Settle New City, Operation Move, UNIT_WARRIOR, 66:33, 68:30, 67:33
21, 1, Settle New City, Operation Move, UNIT_SPEARMAN, 68:33, 68:30, 68:32
21, 1, Attack Barb Camp, No recruits to reach minimum, , , 
21, 1, Attack Barb Camp, No recruits to match strength, , Enemy Str: 0 / 12.5, 
21, 1, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
21, Attack Barb Camp, 1, , Battle line, 62:38, 0 endangered
21, 1, Attack Barb Camp, No recruits to reach minimum, , , 
21, 1, Attack Barb Camp, No recruits to match strength, , Enemy Str: 0 / 12.5, 
21, Attack Barb Camp, 1, , Battle line, 62:38, 0 endangered
21, 1, Attack Barb Camp, Operation Recruit, 1 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
21, 1, Attack Barb Camp, Operation Move, UNIT_WARRIOR, 60:39, 60:41, 61:40
21, 1, Attack Barb Camp, Attack Target Move, UNIT_WARRIOR, At 61:40, Move 60:41, Arrive 61:40
21, 1, Attack Barb Camp, Attack Target Melee Attack, UNIT_WARRIOR, At 61:40
21, 1, Attack Enemy City, No recruits to reach minimum, , , 
21, 1, Attack Enemy City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
21, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 61:37, 63:36, 62:37
21, 1, Attack Enemy City, Operation Move, UNIT_SLINGER, 67:28, 63:35, 66:28
21, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 68:30, 63:36, 68:31
21, 1, Attack Enemy City, Operation Move, UNIT_WARRIOR, 68:29, 63:36, 68:28
21, 1, Naval Superiority, No recruits to reach minimum, , , 
21, 1, Naval Superiority, Operation Recruit, 0 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
21, 2, Settle New City running, TARGET 64:24
21, 2, Settle New City, ,0, Ready, UNIT_SETTLER; UNIT_WARRIOR; UNIT_WARRIOR; UNIT_WARRIOR; 
21, 2, Naval Superiority running, TARGET 61:23
21, 2, Naval Superiority, ,0, Not Ready, 
21, 2, Barb Camp Tech Boost running, TARGET 56:15
21, 2, Barb Camp Tech Boost, ,0, Not Ready, 
21, 2, Attack Enemy City, Started
21, 2, Settle New City, No recruits to reach minimum, , , 
21, 2, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
21, 2, Settle New City, No recruits to reach minimum, , , 
21, 2, Settle New City, No recruits to match strength, , Enemy Str: 0 / 20.0, 
21, 2, Settle New City, Operation Recruit, 4 units, Recruited 0, Contract for: UNIT_WARRIOR_MONK
21, 2, Settle New City, Operation Move, UNIT_WARRIOR, 63:24, 63:24, 63:24
21, 2, Settle New City, Operation Move, UNIT_WARRIOR, 63:23, 63:23, 63:23
21, 2, Settle New City, Operation Move, UNIT_SETTLER, 62:23, 64:24, 62:23
21, 2, Settle New City, Operation Move, UNIT_WARRIOR, 62:23, 64:24, 62:23
21, 2, Attack Enemy City, Recruiting minimums, , , UNIT_WARRIOR
