,UNIT_SETTLER,UNIT_BUILDER,UNIT_TRADER,UNIT_MISSIONARY,UNIT_APOSTLE,UNIT_INQUISITOR,UNIT_GURU,UNIT_WARRIOR_MONK,UNIT_ARCHAEOLOGIST,UNIT_GREAT_GENERAL,UNIT_GREAT_ADMIRAL,UNIT_GREAT_ENGINEER,UNIT_GREAT_MERCHANT,UNIT_GREAT_PROPHET,UNIT_GREAT_SCIENTIST,UNIT_GREAT_WRITER,UNIT_GREAT_ARTIST,UNIT_GREAT_MUSICIAN,UNIT_SPY,UNIT_NATURALIST,UNIT_SCOUT,UNIT_WARRIOR,UNIT_SLINGER,UNIT_BARBARIAN_HORSEMAN,UNIT_BARBARIAN_HORSE_ARCHER,UNIT_SUMERIAN_WAR_CART,UNIT_BARBARIAN_RAIDER,UNIT_GALLEY,UNIT_NORWEGIAN_LONGSHIP,UNIT_ARCHER,UNIT_SPEARMAN,UNIT_HEAVY_CHARIOT,UNIT_BATTERING_RAM,UNIT_GREEK_HOPLITE,UNIT_SWORDSMAN,UNIT_HORSEMAN,UNIT_SCYTHIAN_HORSE_ARCHER,UNIT_ROMAN_LEGION,UNIT_KONGO_SHIELD_BEARER,UNIT_CATAPULT,UNIT_SIEGE_TOWER,UNIT_QUADRIREME,UNIT_EGYPTIAN_CHARIOT_ARCHER,UNIT_JAPANESE_SAMURAI,UNIT_NORWEGIAN_BERSERKER,UNIT_KNIGHT,UNIT_INDIAN_VARU,UNIT_ARABIAN_MAMLUK,UNIT_CROSSBOWMAN,UNIT_CHINESE_CROUCHING_TIGER,UNIT_MILITARY_ENGINEER,UNIT_PIKEMAN,UNIT_MUSKETMAN,UNIT_SPANISH_CONQUISTADOR,UNIT_CARAVEL,UNIT_BOMBARD,UNIT_FRIGATE,UNIT_PRIVATEER,UNIT_ENGLISH_SEADOG,UNIT_FIELD_CANNON,UNIT_CAVALRY,UNIT_RUSSIAN_COSSACK,UNIT_ENGLISH_REDCOAT,UNIT_FRENCH_GARDE_IMPERIALE,UNIT_MEDIC,UNIT_IRONCLAD,UNIT_AMERICAN_ROUGH_RIDER,UNIT_RANGER,UNIT_OBSERVATION_BALLOON,UNIT_BIPLANE,UNIT_INFANTRY,UNIT_ARTILLERY,UNIT_BATTLESHIP,UNIT_BRAZILIAN_MINAS_GERAES,UNIT_SUBMARINE,UNIT_GERMAN_UBOAT,UNIT_AT_CREW,UNIT_TANK,UNIT_FIGHTER,UNIT_AMERICAN_P51,UNIT_BOMBER,UNIT_ANTIAIR_GUN,UNIT_MACHINE_GUN,UNIT_AIRCRAFT_CARRIER,UNIT_DESTROYER,UNIT_HELICOPTER,UNIT_NUCLEAR_SUBMARINE,UNIT_MECHANIZED_INFANTRY,UNIT_ROCKET_ARTILLERY,UNIT_MOBILE_SAM,UNIT_JET_FIGHTER,UNIT_JET_BOMBER,UNIT_MISSILE_CRUISER,UNIT_MODERN_AT,UNIT_MODERN_ARMOR,UNIT_AZTEC_EAGLE_WARRIOR,UNIT_INDONESIAN_JONG,UNIT_KHMER_DOMREY,UNIT_POLISH_HUSSAR,UNIT_NUBIAN_PITATI,UNIT_MACEDONIAN_HYPASPIST,UNIT_MACEDONIAN_HETAIROI,UNIT_PERSIAN_IMMORTAL,UNIT_DIGGER,UNIT_ZULU_IMPI,UNIT_KOREAN_HWACHA,UNIT_SCOTTISH_HIGHLANDER,UNIT_DE_ZEVEN_PROVINCIEN,UNIT_MONGOLIAN_KESHIG,UNIT_GEORGIAN_KHEVSURETI,UNIT_MAPUCHE_MALON_RAIDER,UNIT_CREE_OKIHTCITAW,UNIT_CANADA_MOUNTIE,UNIT_HUNGARY_BLACK_ARMY,UNIT_HUNGARY_HUSZAR,UNIT_INCA_WARAKAQ,UNIT_MALI_MANDEKALU_CAVALRY,UNIT_MAORI_TOA,UNIT_OTTOMAN_BARBARY_CORSAIR,UNIT_PHOENICIA_BIREME,UNIT_SULEIMAN_JANISSARY,UNIT_SWEDEN_CAROLEAN,UNIT_SPEC_OPS,UNIT_DRONE,UNIT_PIKE_AND_SHOT,UNIT_SUPPLY_CONVOY,UNIT_SKIRMISHER,UNIT_COURSER,UNIT_CUIRASSIER,UNIT_GIANT_DEATH_ROBOT,UNIT_ROCK_BAND
UNIT_CANADA_MOUNTIE, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.27, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 16.67, 12.50, 16.67, 11.11, 10.78, 12.50, 12.50, 10.78, 7.69, 9.47, 11.11, 100.00, 9.47, 6.42, 6.42, 7.69, 4.71, 6.42, 7.69, 100.00, 7.14, 5.26, 2.53, 4.86, 2.53, 4.71, 2.53, 4.22, 3.34, 100.00, 3.03, 1.44, 1.44, 2.20, 2.07, 1.29, 1.94, 1.94, 0.88, 0.88, 0.59, 0.67, 0.69, 100.00, 1.00, 0.59, 1.15, 100.00, 0.12, 0.45, 0.47, 0.41, 0.18, 0.28, 0.28, 0.31, 0.21, 0.03, 0.03, 0.05, 100.00, 0.28, 0.69, 0.21, 0.18, 0.10, 0.14, 0.19, 100.00, 0.02, 0.04, 0.16, 0.14, 0.09, 11.11, 1.29, 4.53, 1.44, 6.67, 6.42, 6.42, 10.78, 0.39, 3.03, 1.15, 0.79, 0.88, 4.22, 3.18, 1.44, 16.67, 1.00, 2.78, 0.69, 5.00, 2.30, 6.42, 1.94, 10.78, 1.00, 0.49, 0.45, 100.00, 1.00, 100.00, 6.67, 3.50, 0.74, 0.02, 100.00
UNIT_HUNGARY_BLACK_ARMY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.53, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.29, 8.60, 6.67, 8.60, 6.25, 3.87, 5.46, 5.46, 3.87, 4.55, 3.72, 4.50, 100.00, 3.72, 2.30, 2.30, 4.55, 1.70, 2.30, 3.50, 100.00, 3.74, 2.22, 0.94, 1.73, 0.94, 1.70, 0.94, 1.53, 1.18, 100.00, 1.08, 0.54, 0.54, 0.79, 0.74, 0.46, 0.68, 0.68, 0.32, 0.31, 0.21, 0.24, 0.25, 100.00, 0.36, 0.21, 0.41, 100.00, 0.04, 0.16, 0.17, 0.15, 0.07, 0.10, 0.10, 0.11, 0.08, 0.02, 0.02, 0.03, 100.00, 0.10, 0.25, 0.08, 0.08, 0.04, 0.07, 0.07, 100.00, 0.01, 0.03, 0.07, 0.07, 0.06, 4.50, 0.46, 1.68, 0.54, 4.04, 2.30, 2.30, 3.87, 0.14, 1.08, 0.41, 0.28, 0.32, 1.53, 1.14, 0.54, 8.60, 0.36, 1.00, 0.25, 2.61, 0.88, 2.30, 0.68, 3.87, 0.36, 0.17, 0.16, 100.00, 0.36, 100.00, 3.44, 1.26, 0.26, 0.01, 100.00
UNIT_HUNGARY_HUSZAR, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 10.78, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 33.33, 20.00, 14.29, 20.00, 14.29, 12.50, 16.67, 16.67, 12.50, 10.00, 13.13, 14.29, 100.00, 13.13, 9.30, 9.30, 10.00, 7.27, 9.30, 9.09, 100.00, 9.09, 6.67, 3.87, 6.16, 3.87, 7.27, 3.87, 5.26, 4.00, 100.00, 4.45, 2.20, 2.20, 3.18, 3.09, 1.94, 2.86, 2.86, 1.29, 1.26, 0.88, 1.00, 1.00, 100.00, 1.44, 0.88, 1.69, 100.00, 0.17, 0.69, 0.68, 0.59, 0.28, 0.41, 0.41, 0.47, 0.31, 0.04, 0.04, 0.07, 100.00, 0.41, 1.00, 0.31, 0.26, 0.14, 0.21, 0.29, 100.00, 0.02, 0.05, 0.25, 0.21, 0.14, 14.29, 1.94, 6.25, 2.20, 7.69, 9.30, 9.30, 12.50, 0.59, 4.45, 1.69, 1.15, 1.29, 5.26, 4.71, 2.20, 20.00, 1.44, 4.07, 1.00, 6.25, 3.50, 9.30, 2.86, 12.50, 1.44, 0.72, 0.65, 100.00, 1.48, 100.00, 7.69, 5.23, 1.07, 0.02, 100.00
UNIT_INCA_WARAKAQ, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.98, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.05, 3.20, 4.00, 3.20, 3.88, 1.45, 1.47, 1.47, 0.98, 2.22, 2.19, 1.71, 100.00, 2.19, 0.91, 0.91, 2.22, 0.67, 0.91, 2.07, 100.00, 0.94, 1.00, 0.36, 0.55, 0.36, 0.67, 0.36, 0.67, 0.45, 100.00, 0.62, 0.25, 0.25, 0.20, 0.44, 0.13, 0.15, 0.15, 0.20, 0.19, 0.15, 0.20, 0.16, 100.00, 0.13, 0.15, 0.25, 100.00, 0.06, 0.13, 0.14, 0.07, 0.05, 0.06, 0.06, 0.13, 0.09, 0.03, 0.03, 0.04, 100.00, 0.11, 0.11, 0.06, 0.09, 0.03, 0.07, 0.08, 100.00, 0.02, 0.03, 0.05, 0.09, 0.06, 1.71, 0.13, 0.95, 0.25, 1.68, 0.91, 0.91, 1.45, 0.13, 0.62, 0.25, 0.20, 0.10, 0.67, 0.45, 0.25, 3.20, 0.20, 0.38, 0.16, 1.00, 0.33, 0.91, 0.15, 0.98, 0.20, 0.17, 0.14, 100.00, 0.25, 100.00, 1.50, 0.49, 0.17, 0.02, 100.00
UNIT_MALI_MANDEKALU_CAVALRY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.06, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 14.29, 9.30, 7.69, 9.30, 6.67, 4.50, 6.42, 6.42, 4.50, 5.00, 4.45, 5.23, 100.00, 4.45, 2.78, 2.78, 5.00, 2.05, 2.78, 4.15, 100.00, 4.23, 2.66, 1.07, 2.04, 1.07, 2.05, 1.07, 1.80, 1.40, 100.00, 1.28, 0.63, 0.63, 0.94, 0.86, 0.55, 0.83, 0.83, 0.38, 0.36, 0.25, 0.29, 0.29, 100.00, 0.43, 0.25, 0.49, 100.00, 0.05, 0.19, 0.20, 0.18, 0.08, 0.12, 0.12, 0.13, 0.09, 0.02, 0.02, 0.03, 100.00, 0.12, 0.29, 0.09, 0.08, 0.05, 0.07, 0.08, 100.00, 0.01, 0.02, 0.08, 0.08, 0.06, 5.23, 0.55, 1.93, 0.63, 4.35, 2.78, 2.78, 4.50, 0.17, 1.28, 0.49, 0.33, 0.38, 1.80, 1.35, 0.63, 9.30, 0.43, 1.14, 0.29, 3.00, 1.00, 2.78, 0.83, 4.50, 0.43, 0.21, 0.20, 100.00, 0.43, 100.00, 3.87, 1.44, 0.31, 0.01, 100.00
UNIT_MAORI_TOA, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 1.07, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.55, 3.50, 4.55, 3.50, 3.46, 1.58, 2.30, 2.30, 1.58, 1.23, 3.45, 1.86, 100.00, 3.45, 1.00, 1.00, 2.06, 0.74, 1.00, 1.01, 100.00, 1.56, 0.64, 0.40, 0.72, 0.40, 0.74, 0.40, 0.47, 0.50, 100.00, 1.00, 0.22, 0.22, 0.33, 0.26, 0.16, 0.24, 0.24, 0.11, 0.13, 0.09, 0.13, 0.11, 100.00, 0.16, 0.09, 0.17, 100.00, 0.02, 0.08, 0.07, 0.06, 0.04, 0.05, 0.05, 0.11, 0.05, 0.01, 0.01, 0.02, 100.00, 0.05, 0.11, 0.05, 0.05, 0.02, 0.04, 0.04, 100.00, 0.01, 0.02, 0.04, 0.07, 0.04, 1.86, 0.16, 0.52, 0.22, 1.02, 1.00, 1.00, 0.90, 0.08, 1.00, 0.14, 0.12, 0.11, 0.47, 0.49, 0.22, 3.50, 0.16, 0.43, 0.11, 1.10, 0.36, 1.00, 0.24, 1.58, 0.16, 0.17, 0.06, 100.00, 0.33, 100.00, 1.40, 0.54, 0.11, 0.01, 100.00
UNIT_OTTOMAN_BARBARY_CORSAIR, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 3.60, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 21.89, 13.27, 17.67, 11.64, 16.67, 5.50, 7.88, 7.88, 5.50, 12.11, 9.22, 7.45, 100.00, 9.22, 4.22, 3.35, 11.11, 3.21, 4.22, 4.30, 100.00, 5.71, 6.95, 1.86, 2.81, 1.32, 3.21, 1.32, 5.06, 3.53, 100.00, 3.04, 1.20, 1.20, 1.14, 1.11, 0.67, 1.00, 1.00, 1.18, 0.45, 0.29, 0.66, 0.63, 100.00, 0.52, 0.29, 1.06, 100.00, 0.08, 0.47, 0.40, 0.21, 0.14, 0.17, 0.17, 0.47, 0.15, 0.04, 0.04, 0.06, 100.00, 0.45, 0.35, 0.15, 0.15, 0.09, 0.13, 0.14, 100.00, 0.03, 0.05, 0.14, 0.15, 0.10, 7.45, 0.67, 2.19, 0.78, 10.00, 4.22, 3.35, 6.60, 0.44, 3.04, 1.42, 0.73, 0.45, 4.40, 2.30, 0.78, 11.64, 0.52, 1.46, 0.35, 6.47, 1.21, 4.22, 1.00, 5.50, 0.86, 0.38, 0.49, 100.00, 1.20, 100.00, 9.70, 1.83, 0.38, 0.02, 100.00
UNIT_PHOENICIA_BIREME, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.69, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.71, 2.20, 4.00, 2.20, 2.87, 1.00, 1.44, 1.44, 1.00, 1.80, 1.44, 1.14, 100.00, 1.44, 0.63, 0.63, 1.80, 0.45, 0.63, 0.66, 100.00, 0.98, 0.82, 0.25, 0.46, 0.25, 0.45, 0.25, 0.57, 0.47, 100.00, 0.43, 0.14, 0.14, 0.21, 0.14, 0.13, 0.18, 0.18, 0.12, 0.09, 0.07, 0.09, 0.08, 100.00, 0.09, 0.07, 0.16, 100.00, 0.02, 0.06, 0.05, 0.05, 0.03, 0.04, 0.04, 0.06, 0.04, 0.01, 0.01, 0.01, 100.00, 0.04, 0.08, 0.04, 0.04, 0.02, 0.03, 0.03, 100.00, 0.00, 0.01, 0.03, 0.04, 0.03, 1.14, 0.13, 0.31, 0.14, 1.52, 0.63, 0.63, 1.00, 0.06, 0.43, 0.16, 0.11, 0.09, 0.57, 0.31, 0.14, 2.20, 0.09, 0.26, 0.08, 1.02, 0.22, 0.63, 0.18, 1.00, 0.09, 0.08, 0.06, 100.00, 0.14, 100.00, 1.26, 0.33, 0.08, 0.01, 100.00
UNIT_SULEIMAN_JANISSARY, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 7.27, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 16.67, 12.50, 16.67, 11.11, 10.78, 12.50, 12.50, 10.78, 3.85, 15.38, 11.11, 100.00, 15.38, 6.42, 6.42, 7.69, 4.71, 6.42, 3.85, 100.00, 7.14, 2.63, 2.53, 4.86, 2.53, 4.71, 2.53, 2.14, 3.34, 100.00, 6.50, 1.44, 1.44, 2.20, 1.31, 0.83, 1.17, 1.17, 0.61, 0.88, 0.59, 0.67, 0.69, 100.00, 1.00, 0.59, 1.15, 100.00, 0.09, 0.45, 0.36, 0.31, 0.15, 0.22, 0.22, 0.68, 0.21, 0.03, 0.03, 0.04, 100.00, 0.22, 0.69, 0.21, 0.18, 0.08, 0.14, 0.16, 100.00, 0.02, 0.03, 0.13, 0.31, 0.09, 11.11, 0.83, 2.43, 1.44, 3.33, 6.42, 6.42, 3.67, 0.39, 6.50, 0.75, 0.79, 0.61, 2.14, 3.18, 1.44, 16.67, 1.00, 2.78, 0.69, 5.00, 2.30, 6.42, 1.17, 10.78, 1.00, 1.08, 0.35, 100.00, 2.14, 100.00, 6.67, 3.50, 0.74, 0.02, 100.00
UNIT_SWEDEN_CAROLEAN, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 9.30, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 15.38, 14.29, 22.22, 16.67, 12.50, 14.29, 14.29, 12.50, 9.09, 14.29, 16.67, 100.00, 14.29, 6.04, 11.18, 10.00, 4.45, 6.04, 9.09, 100.00, 8.33, 5.88, 2.35, 3.97, 5.15, 8.85, 5.15, 5.00, 4.00, 100.00, 6.17, 1.38, 1.38, 3.06, 2.83, 1.80, 2.66, 2.66, 1.21, 1.70, 1.16, 0.63, 0.64, 100.00, 1.35, 1.16, 1.57, 100.00, 0.14, 0.43, 0.64, 0.41, 0.21, 0.38, 0.38, 0.63, 0.43, 0.03, 0.03, 0.06, 100.00, 0.38, 0.94, 0.29, 0.36, 0.13, 0.13, 0.22, 100.00, 0.02, 0.04, 0.18, 0.29, 0.19, 10.17, 1.80, 6.25, 3.03, 7.69, 6.04, 11.18, 8.85, 0.36, 6.17, 1.57, 1.08, 1.21, 5.88, 3.03, 3.03, 20.00, 2.02, 5.76, 1.38, 5.88, 4.79, 6.04, 2.66, 12.50, 0.92, 1.00, 0.61, 100.00, 2.05, 100.00, 7.69, 7.09, 1.48, 0.02, 100.00
UNIT_SPEC_OPS, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 16.09, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 50.00, 35.33, 21.00, 33.33, 20.00, 21.89, 21.75, 21.75, 17.56, 13.50, 27.00, 24.22, 100.00, 27.00, 15.87, 14.17, 12.50, 11.89, 15.87, 17.67, 100.00, 11.25, 10.09, 6.64, 8.64, 5.58, 11.89, 5.58, 8.14, 6.00, 100.00, 11.40, 4.00, 4.00, 3.60, 6.17, 1.36, 2.05, 2.05, 2.34, 1.94, 1.31, 1.74, 2.08, 100.00, 1.63, 1.31, 2.20, 100.00, 0.27, 1.47, 1.42, 0.36, 0.17, 0.28, 0.28, 1.47, 0.47, 0.07, 0.07, 0.10, 100.00, 0.86, 1.11, 0.35, 0.39, 0.11, 0.31, 0.33, 100.00, 0.05, 0.07, 0.14, 0.47, 0.21, 24.22, 1.36, 12.11, 3.20, 11.11, 15.87, 14.17, 23.86, 1.17, 11.40, 2.86, 1.50, 0.93, 7.14, 8.26, 3.20, 33.33, 2.20, 6.17, 1.53, 7.14, 5.10, 15.87, 2.05, 17.56, 2.86, 1.63, 1.00, 100.00, 4.00, 100.00, 11.11, 7.75, 1.63, 0.04, 100.00
UNIT_DRONE, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00
UNIT_PIKE_AND_SHOT, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 4.71, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 20.00, 9.47, 10.00, 15.38, 11.11, 7.27, 10.78, 10.78, 7.27, 3.33, 10.78, 10.94, 100.00, 10.78, 3.03, 6.50, 7.69, 2.14, 3.03, 3.13, 100.00, 5.88, 2.14, 1.16, 2.23, 2.55, 4.79, 2.55, 1.59, 2.22, 100.00, 3.06, 0.68, 0.68, 1.44, 0.95, 0.61, 0.83, 0.83, 0.43, 0.86, 0.59, 0.31, 0.31, 100.00, 0.69, 0.59, 0.79, 100.00, 0.06, 0.21, 0.26, 0.22, 0.11, 0.15, 0.15, 0.31, 0.21, 0.02, 0.02, 0.03, 100.00, 0.15, 0.45, 0.14, 0.17, 0.06, 0.08, 0.11, 100.00, 0.01, 0.03, 0.10, 0.14, 0.11, 5.76, 0.61, 1.81, 1.48, 2.78, 3.03, 6.50, 2.05, 0.19, 3.06, 0.55, 0.52, 0.43, 2.00, 1.48, 1.48, 12.50, 1.00, 2.76, 0.68, 4.00, 2.35, 3.03, 0.83, 7.27, 0.47, 0.49, 0.25, 100.00, 1.00, 100.00, 5.26, 3.45, 0.72, 0.02, 100.00
UNIT_SUPPLY_CONVOY, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 1.00, 0.01, 0.01, 0.01, 0.01, 1.00
UNIT_SKIRMISHER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 0.78, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 5.50, 2.47, 3.20, 2.47, 2.64, 1.14, 1.22, 1.22, 0.80, 1.50, 1.69, 1.32, 100.00, 1.69, 0.71, 0.71, 1.50, 0.52, 0.71, 1.39, 100.00, 0.64, 0.67, 0.28, 0.40, 0.28, 0.52, 0.28, 0.45, 0.31, 100.00, 0.49, 0.19, 0.19, 0.16, 0.30, 0.09, 0.10, 0.10, 0.14, 0.15, 0.12, 0.14, 0.13, 100.00, 0.11, 0.12, 0.17, 100.00, 0.04, 0.10, 0.09, 0.05, 0.03, 0.04, 0.04, 0.10, 0.07, 0.02, 0.02, 0.03, 100.00, 0.08, 0.09, 0.05, 0.07, 0.02, 0.05, 0.06, 100.00, 0.01, 0.03, 0.03, 0.07, 0.05, 1.32, 0.09, 0.66, 0.19, 1.14, 0.71, 0.71, 1.14, 0.10, 0.49, 0.17, 0.14, 0.07, 0.45, 0.35, 0.19, 2.47, 0.15, 0.29, 0.13, 0.67, 0.26, 0.71, 0.10, 0.80, 0.15, 0.13, 0.09, 100.00, 0.19, 100.00, 1.00, 0.38, 0.13, 0.02, 100.00
UNIT_COURSER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 2.05, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 12.50, 6.42, 5.88, 6.42, 5.56, 3.06, 4.50, 4.50, 3.06, 3.87, 3.03, 3.50, 100.00, 3.03, 1.86, 1.86, 3.87, 1.35, 1.86, 2.83, 100.00, 2.96, 1.80, 0.74, 1.38, 0.74, 1.35, 0.74, 1.21, 0.95, 100.00, 0.86, 0.43, 0.43, 0.63, 0.58, 0.38, 0.55, 0.55, 0.26, 0.25, 0.16, 0.20, 0.19, 100.00, 0.29, 0.16, 0.33, 100.00, 0.04, 0.13, 0.13, 0.12, 0.06, 0.08, 0.08, 0.10, 0.07, 0.01, 0.01, 0.03, 100.00, 0.08, 0.19, 0.07, 0.07, 0.04, 0.06, 0.06, 100.00, 0.01, 0.02, 0.06, 0.06, 0.05, 3.50, 0.38, 1.28, 0.43, 3.19, 1.86, 1.86, 3.06, 0.11, 0.86, 0.33, 0.23, 0.26, 1.21, 0.94, 0.43, 6.42, 0.29, 0.79, 0.19, 2.03, 0.69, 1.86, 0.55, 3.06, 0.29, 0.14, 0.13, 100.00, 0.29, 100.00, 2.66, 1.00, 0.21, 0.01, 100.00
UNIT_CUIRASSIER, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 9.30, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 100.00, 25.00, 20.00, 14.29, 20.00, 12.50, 12.50, 14.29, 14.29, 12.50, 9.09, 11.35, 14.29, 100.00, 11.35, 9.00, 9.00, 9.09, 6.42, 9.00, 9.09, 100.00, 8.33, 5.88, 3.50, 6.08, 3.50, 6.42, 3.50, 5.00, 4.00, 100.00, 4.13, 2.05, 2.05, 3.06, 2.83, 1.80, 2.66, 2.66, 1.21, 1.14, 0.79, 0.94, 0.94, 100.00, 1.35, 0.79, 1.57, 100.00, 0.14, 0.63, 0.64, 0.55, 0.26, 0.38, 0.38, 0.43, 0.29, 0.03, 0.03, 0.06, 100.00, 0.38, 0.94, 0.29, 0.25, 0.13, 0.19, 0.27, 100.00, 0.02, 0.04, 0.23, 0.19, 0.13, 14.29, 1.80, 6.25, 2.05, 7.69, 9.00, 9.00, 12.50, 0.54, 4.13, 1.57, 1.08, 1.21, 5.00, 4.50, 2.05, 20.00, 1.35, 3.87, 0.94, 5.88, 3.18, 9.00, 2.66, 12.50, 1.35, 0.68, 0.61, 100.00, 1.38, 100.00, 7.69, 4.71, 1.00, 0.02, 100.00
